imdbid,primaryTitle,year,rating,decade,variable,value,genre,pass,notpass
tt2119383,As High as the Sky,2012,3,2010,Drama,1,Drama,1,0
tt2119543,The House with a Clock in Its Walls,2018,1,2010,Comedy,1,Comedy,0,1
tt2140577,The Pretty One,2013,3,2010,Comedy,1,Comedy,1,0
tt2140619,Two Night Stand,2014,3,2010,Comedy,1,Comedy,1,0
tt2166616,Wrong Cops,2013,1,2010,Comedy,1,Comedy,0,1
tt2168910,Cocktail,2012,3,2010,Drama,1,Drama,1,0
tt2169322,Finding Mr. Right,2013,1,2010,Comedy,1,Comedy,0,1
tt2170299,Bad Words,2013,2,2010,Comedy,1,Comedy,0,1
tt2170439,Horrible Bosses 2,2014,1,2010,Comedy,1,Comedy,0,1
tt2170593,St. Vincent,2014,3,2010,Comedy,1,Comedy,1,0
tt2172584,Maps to the Stars,2014,3,2010,Drama,1,Drama,1,0
tt2177771,The Monuments Men,2014,0,2010,Comedy,1,Comedy,0,1
tt2179121,What's in a Name?,2012,3,2010,Drama,1,Drama,1,0
tt2181931,English Vinglish,2012,3,2010,Comedy,1,Comedy,1,0
tt2191701,Grown Ups 2,2013,2,2010,Comedy,1,Comedy,0,1
tt2194499,About Time,2013,3,2010,Drama,1,Drama,1,0
tt2195548,Prince Avalanche,2013,0,2010,Drama,1,Drama,0,1
tt2201221,Some Girl(s),2013,1,2010,Comedy,1,Comedy,0,1
tt2201251,The Hot Flashes,2013,3,2010,Comedy,1,Comedy,1,0
tt2202750,Golden Winter,2012,1,2010,Comedy,1,Comedy,0,1
tt2203939,The Other Woman,2014,3,2010,Comedy,1,Comedy,1,0
tt2205697,Stuck in Love,2012,3,2010,Romance,1,Romance,1,0
tt2207050,Bicycling with Molière,2013,2,2010,Drama,1,Drama,0,1
tt2210769,Liza the Fox-Fairy,2015,3,2010,Fantasy,1,Fantasy,1,0
tt2215395,Paulette,2012,3,2010,Crime,1,Crime,1,0
tt2220408,Vai que dá Certo,2013,1,2010,Comedy,1,Comedy,0,1
tt2229499,Don Jon,2013,3,2010,Drama,1,Drama,1,0
tt2234155,The Internship,2013,1,2010,Comedy,1,Comedy,0,1
tt2234261,The Love Punch,2013,3,2010,Comedy,1,Comedy,1,0
tt2235108,Dear White People,2014,3,2010,Drama,1,Drama,1,0
tt2235902,Geography Club,2013,3,2010,Comedy,1,Comedy,1,0
tt2243389,I'm So Excited!,2013,2,2010,Comedy,1,Comedy,0,1
tt2243537,A Haunted House,2013,3,2010,Fantasy,1,Fantasy,1,0
tt2244901,I Give It a Year,2013,3,2010,Comedy,1,Comedy,1,0
tt2245003,Miss You Already,2015,3,2010,Romance,1,Romance,1,0
tt2245195,The History of Future Folk,2012,2,2010,Music,1,Music,0,1
tt2258345,Fading Gigolo,2013,2,2010,Comedy,1,Comedy,0,1
tt2258858,Wadjda,2012,3,2010,Drama,1,Drama,1,0
tt2262129,Spidarlings,2016,3,2010,Musical,1,Musical,1,0
tt2265398,Drinking Buddies,2013,3,2010,Drama,1,Drama,1,0
tt2268016,Magic Mike XXL,2015,3,2010,Drama,1,Drama,1,0
tt2274604,Eat with Me,2014,3,2010,Drama,1,Drama,1,0
tt2279339,Love the Coopers,2015,3,2010,Comedy,1,Comedy,1,0
tt2287861,Lies I Told My Little Sister,2014,3,2010,Drama,1,Drama,1,0
tt2288044,300 Worte Deutsch,2013,3,2010,Comedy,1,Comedy,1,0
tt2289538,On My Way,2013,3,2010,Drama,1,Drama,1,0
tt2294677,In a World...,2013,3,2010,Comedy,1,Comedy,1,0
tt2312890,Afternoon Delight,2013,3,2010,Comedy,1,Comedy,1,0
tt2315200,"Me, Myself and Mum",2013,1,2010,Comedy,1,Comedy,0,1
tt2319580,The Grand Seduction,2013,1,2010,Comedy,1,Comedy,0,1
tt2330546,Wrestling Queens,2013,3,2010,Comedy,1,Comedy,1,0
tt2333804,The Zero Theorem,2013,0,2010,Comedy,1,Comedy,0,1
tt2343371,Amiche da morire,2013,3,2010,Comedy,1,Comedy,1,0
tt2347569,Frances Ha,2012,3,2010,Drama,1,Drama,1,0
tt2355495,Barefoot,2014,3,2010,Drama,1,Drama,1,0
tt2357263,Cold Turkey,2013,3,2010,Comedy,1,Comedy,1,0
tt2358925,Unfinished Business,2015,2,2010,Drama,1,Drama,0,1
tt2361509,The Intern,2015,3,2010,Drama,1,Drama,1,0
tt2377396,I Belong,2012,3,2010,Comedy,1,Comedy,1,0
tt2378281,Instructions Not Included,2013,3,2010,Drama,1,Drama,1,0
tt2380331,Words and Pictures,2013,3,2010,Drama,1,Drama,1,0
tt2381941,Focus,2015,1,2010,Crime,1,Crime,0,1
tt2382422,Jacky in the Kingdom of Women,2014,3,2010,Comedy,1,Comedy,1,0
tt2388759,Love & Air Sex,2013,3,2010,Comedy,1,Comedy,1,0
tt2389182,Cheap Thrills,2013,1,2010,Comedy,1,Comedy,0,1
tt2390237,Cuban Fury,2014,1,2010,Comedy,1,Comedy,0,1
tt2390361,Enough Said,2013,3,2010,Drama,1,Drama,1,0
tt2392326,Le Week-End,2013,1,2010,Drama,1,Drama,0,1
tt2395421,The Priest's Children,2013,1,2010,Comedy,1,Comedy,0,1
tt2398249,They Came Together,2014,3,2010,Romance,1,Romance,1,0
tt2403029,The Starving Games,2013,3,2010,Comedy,1,Comedy,1,0
tt2404311,The Family,2013,3,2010,Comedy,1,Comedy,1,0
tt2425486,Gloria,2013,3,2010,Drama,1,Drama,1,0
tt2429074,G.B.F.,2013,3,2010,Drama,1,Drama,1,0
tt2429414,Hanna's Journey,2013,3,2010,Romance,1,Romance,1,0
tt2435166,White Alligator,2012,3,2010,Comedy,1,Comedy,1,0
tt2452244,Isn't It Romantic,2019,1,2010,Fantasy,1,Fantasy,0,1
tt2452386,The Fundamentals of Caring,2016,3,2010,Comedy,1,Comedy,1,0
tt2463288,Walk of Shame,2014,3,2010,Comedy,1,Comedy,1,0
tt2465140,The Single Moms Club,2014,3,2010,Drama,1,Drama,1,0
tt2474024,The Last Five Years,2014,1,2010,Comedy,1,Comedy,0,1
tt2479478,The Ridiculous 6,2015,2,2010,Comedy,1,Comedy,0,1
tt2481198,Sunshine on Leith,2013,3,2010,Musical,1,Musical,1,0
tt2494280,Stretch,2014,1,2010,Comedy,1,Comedy,0,1
tt2499414,Best Night Ever,2013,3,2010,Comedy,1,Comedy,1,0
tt2508258,First Period,2013,3,2010,Comedy,1,Comedy,1,0
tt2511190,A Talking Cat!?!,2013,3,2010,Comedy,1,Comedy,1,0
tt2523600,Long Live Freedom,2013,1,2010,Drama,1,Drama,0,1
tt2524674,Wetlands,2013,3,2010,Comedy,1,Comedy,1,0
tt2527186,All Cheerleaders Die,2013,3,2010,Horror,1,Horror,1,0
tt2531344,Blockers,2018,3,2010,Comedy,1,Comedy,1,0
tt2536428,Smart Ass,2014,3,2010,Drama,1,Drama,1,0
tt2537390,Slow Learners,2015,3,2010,Comedy,1,Comedy,1,0
tt2545186,À coup sûr,2014,2,2010,Comedy,1,Comedy,0,1
tt2555736,The Second Best Exotic Marigold Hotel,2015,3,2010,Drama,1,Drama,1,0
tt2557490,A Million Ways to Die in the West,2014,2,2010,Comedy,1,Comedy,0,1
tt2561572,Get Hard,2015,1,2010,Crime,1,Crime,0,1
tt2562232,Birdman or (The Unexpected Virtue of Ignorance),2014,3,2010,Drama,1,Drama,1,0
tt2568862,Going in Style,2017,1,2010,Crime,1,Crime,0,1
tt2582496,Me and Earl and the Dying Girl,2015,3,2010,Romance,1,Romance,1,0
tt2582784,Flower,2017,3,2010,Comedy,1,Comedy,1,0
tt2585078,Summer League,2013,3,2010,Drama,1,Drama,1,0
tt2593224,In the Courtyard,2014,3,2010,Comedy,1,Comedy,1,0
tt2618500,Lügen und andere Wahrheiten,2014,3,2010,Comedy,1,Comedy,1,0
tt2637276,Ted 2,2015,1,2010,Comedy,1,Comedy,0,1
tt2664258,Ummah - Unter Freunden,2013,1,2010,Comedy,1,Comedy,0,1
tt2702724,The Boss,2016,3,2010,Comedy,1,Comedy,1,0
tt2725962,What We Did on Our Holiday,2014,3,2010,Drama,1,Drama,1,0
tt2751390,Life of Riley,2014,2,2010,Drama,1,Drama,0,1
tt2784512,Zombeavers,2014,3,2010,Comedy,1,Comedy,1,0
tt2784678,Top Five,2014,3,2010,Romance,1,Romance,1,0
tt2788710,The Interview,2014,1,2010,Comedy,1,Comedy,0,1
tt2788716,Welcome to Me,2014,3,2010,Drama,1,Drama,1,0
tt2792728,Kärlek deluxe,2014,3,2010,Comedy,1,Comedy,1,0
tt2800240,Serial (Bad) Weddings,2014,3,2010,Comedy,1,Comedy,1,0
tt2808680,No Thank You,2014,2,2010,Comedy,1,Comedy,0,1
tt2829458,Kiss Me You Fucking Moron,2013,3,2010,Comedy,1,Comedy,1,0
tt2848292,Pitch Perfect 2,2015,3,2010,Music,1,Music,1,0
tt2854926,Tag,2018,3,2010,Comedy,1,Comedy,1,0
tt2870708,Wish I Was Here,2014,3,2010,Comedy,1,Comedy,1,0
tt2870756,Magic in the Moonlight,2014,3,2010,Comedy,1,Comedy,1,0
tt2870808,Life Partners,2014,3,2010,Romance,1,Romance,1,0
tt2872462,Mistress America,2015,3,2010,Drama,1,Drama,1,0
tt2896036,Living Is Easy with Eyes Closed,2013,0,2010,Comedy,1,Comedy,0,1
tt2908856,My Old Lady,2014,3,2010,Romance,1,Romance,1,0
tt2910274,Obvious Child,2014,3,2010,Comedy,1,Comedy,1,0
tt2910904,The Dressmaker,2015,3,2010,Drama,1,Drama,1,0
tt2933544,5 Flights Up,2014,3,2010,Comedy,1,Comedy,1,0
tt2935662,Portrait of a Serial Monogamist,2015,3,2010,Drama,1,Drama,1,0
tt2937696,Everybody Wants Some!!,2016,0,2010,Comedy,1,Comedy,0,1
tt2955096,Happy Christmas,2014,3,2010,Drama,1,Drama,1,0
tt2955316,Spanish Affair,2014,1,2010,Comedy,1,Comedy,0,1
tt2965412,Comet,2014,1,2010,Drama,1,Drama,0,1
tt2978576,Bill,2015,2,2010,Comedy,1,Comedy,0,1
tt2980648,The Hundred-Foot Journey,2014,3,2010,Comedy,1,Comedy,1,0
tt2987732,Suck Me Shakespeer,2013,3,2010,Comedy,1,Comedy,1,0
tt3003800,Amour Fou,2014,2,2010,Comedy,1,Comedy,0,1
tt3007302,Boy Meets Girl,2014,3,2010,Comedy,1,Comedy,1,0
tt3011894,Wild Tales,2014,3,2010,Drama,1,Drama,1,0
tt3014666,Moms' Night Out,2014,3,2010,Comedy,1,Comedy,1,0
tt3021360,Faults,2014,3,2010,Crime,1,Crime,1,0
tt3062976,Learning to Drive,2014,3,2010,Romance,1,Romance,1,0
tt3064298,Man Up,2015,3,2010,Romance,1,Romance,1,0
tt3068194,Love & Friendship,2016,3,2010,Romance,1,Romance,1,0
tt3074732,Of Horses and Men,2013,3,2010,Romance,1,Romance,1,0
tt3077108,Appropriate Behavior,2014,3,2010,Romance,1,Romance,1,0
tt3078718,"Zoran, My Nephew the Idiot",2013,0,2010,Family,1,Family,0,1
tt3097084,Camp Takota,2014,3,2010,Comedy,1,Comedy,1,0
tt3097204,The Inbetweeners 2,2014,1,2010,Comedy,1,Comedy,0,1
tt3104930,Da Sweet Blood of Jesus,2014,3,2010,Thriller,1,Thriller,1,0
tt3104988,Crazy Rich Asians,2018,3,2010,Comedy,1,Comedy,1,0
tt3120280,Sierra Burgess Is a Loser,2018,3,2010,Drama,1,Drama,1,0
tt3145220,Hits,2014,3,2010,Drama,1,Drama,1,0
tt3152624,Trainwreck,2015,3,2010,Comedy,1,Comedy,1,0
tt3165612,Sleeping with Other People,2015,3,2010,Comedy,1,Comedy,1,0
tt3172532,The Diary of a Teenage Girl,2015,3,2010,Comedy,1,Comedy,1,0
tt3236120,I'll See You in My Dreams,2015,3,2010,Romance,1,Romance,1,0
tt3255590,El Camino Christmas,2017,2,2010,Comedy,1,Comedy,0,1
tt3284618,Pane e burlesque,2014,3,2010,Comedy,1,Comedy,1,0
tt3289712,Jenny's Wedding,2015,3,2010,Romance,1,Romance,1,0
tt3291148,Just Jim,2015,1,2010,Comedy,1,Comedy,0,1
tt3312830,Youth,2015,1,2010,Drama,1,Drama,0,1
tt3322420,Queen,2013,3,2010,Comedy,1,Comedy,1,0
tt3334794,About a Girl,2014,3,2010,Drama,1,Drama,1,0
tt3368222,Angry Indian Goddesses,2015,3,2010,Drama,1,Drama,1,0
tt3397082,Punk Berlin 1982,2015,1,2010,Comedy,1,Comedy,0,1
tt3401882,Fist Fight,2017,3,2010,Comedy,1,Comedy,1,0
tt3416742,What We Do in the Shadows,2014,1,2010,Comedy,1,Comedy,0,1
tt3430416,Schneider vs. Bax,2015,2,2010,Thriller,1,Thriller,0,1
tt3457734,Fort Tilden,2014,1,2010,Comedy,1,Comedy,0,1
tt3458510,Dude,2018,3,2010,Comedy,1,Comedy,1,0
tt3464902,The Lobster,2015,3,2010,Drama,1,Drama,1,0
tt3469518,Alles inklusive,2014,3,2010,Drama,1,Drama,1,0
tt3471098,Maggie's Plan,2015,3,2010,Drama,1,Drama,1,0
tt3483194,Tu Dors Nicole,2014,3,2010,Drama,1,Drama,1,0
tt3499048,Güeros,2014,2,2010,Comedy,1,Comedy,0,1
tt3504048,Housebound,2014,3,2010,Horror,1,Horror,1,0
tt3544112,Sing Street,2016,1,2010,Drama,1,Drama,0,1
tt3553976,Captain Fantastic,2016,3,2010,Comedy,1,Comedy,1,0
tt3564472,Girls Trip,2017,3,2010,Comedy,1,Comedy,1,0
tt3567288,The Visit,2015,3,2010,Comedy,1,Comedy,1,0
tt3569356,Not Cool,2014,3,2010,Drama,1,Drama,1,0
tt3576084,Zero Motivation,2014,3,2010,Drama,1,Drama,1,0
tt3577624,A Perfect Day,2015,2,2010,Comedy,1,Comedy,0,1
tt3622592,Paper Towns,2015,2,2010,Drama,1,Drama,0,1
tt3623726,Ricki and the Flash,2015,3,2010,Comedy,1,Comedy,1,0
tt3627488,Burn Burn Burn,2015,3,2010,Drama,1,Drama,1,0
tt3628584,Barbershop: The Next Cut,2016,3,2010,Comedy,1,Comedy,1,0
tt3638604,Hard Corner: Le Film,2014,1,2010,Comedy,1,Comedy,0,1
tt3655972,The Olive Tree,2016,3,2010,Comedy,1,Comedy,1,0
tt3700804,Already Tomorrow in Hong Kong,2015,2,2010,Comedy,1,Comedy,0,1
tt3707396,Hedi Schneider Is Stuck,2015,3,2010,Comedy,1,Comedy,1,0
tt3715320,Irrational Man,2015,2,2010,Comedy,1,Comedy,0,1
tt3717016,After the Ball,2015,3,2010,Comedy,1,Comedy,1,0
tt3727982,Ava's Possessions,2015,3,2010,Mystery,1,Mystery,1,0
tt3742378,The Second Mother,2015,3,2010,Drama,1,Drama,1,0
tt3760922,My Big Fat Greek Wedding 2,2016,3,2010,Comedy,1,Comedy,1,0
tt3766394,"Hello, My Name Is Doris",2015,3,2010,Romance,1,Romance,1,0
tt3777462,Wir sind die Neuen,2014,3,2010,Comedy,1,Comedy,1,0
tt3783958,La La Land,2016,3,2010,Music,1,Music,1,0
tt3799232,The Kissing Booth,2018,3,2010,Romance,1,Romance,1,0
tt3800012,Near Death Experience,2014,0,2010,Drama,1,Drama,0,1
tt3801372,The Steps,2015,3,2010,Comedy,1,Comedy,1,0
tt3824458,Tangerine,2015,3,2010,Comedy,1,Comedy,1,0
tt3844362,The Overnight,2015,3,2010,Mystery,1,Mystery,1,0
tt3850214,Dope,2015,1,2010,Crime,1,Crime,0,1
tt3850590,Krampus,2015,3,2010,Horror,1,Horror,1,0
tt3859304,The Bronze,2015,3,2010,Sport,1,Sport,1,0
tt3877674,Men & Chicken,2015,1,2010,Mystery,1,Mystery,0,1
tt3887208,The Mad Ones,2017,3,2010,Drama,1,Drama,1,0
tt3960412,Popstar: Never Stop Never Stopping,2016,1,2010,Music,1,Music,0,1
tt3973012,Women Who Kill,2016,3,2010,Comedy,1,Comedy,1,0
tt3978720,4th Man Out,2015,1,2010,Comedy,1,Comedy,0,1
tt3983072,Ein Geschenk der Götter,2014,3,2010,Comedy,1,Comedy,1,0
tt3992752,Women Aren't Funny,2014,3,2010,Documentary,1,Documentary,1,0
tt4007248,Hurricane Bianca,2016,3,2010,Drama,1,Drama,1,0
tt4048272,Toni Erdmann,2016,3,2010,Drama,1,Drama,1,0
tt4082644,Canaries,2017,3,2010,Comedy,1,Comedy,1,0
tt4104054,Dad's Army,2016,3,2010,Comedy,1,Comedy,1,0
tt4144190,Wiener-Dog,2016,1,2010,Drama,1,Drama,0,1
tt4144332,Deidra & Laney Rob a Train,2017,3,2010,Drama,1,Drama,1,0
tt4145304,Unexpected,2015,3,2010,Drama,1,Drama,1,0
tt4157510,For Here or to Go?,2015,3,2010,Comedy,1,Comedy,1,0
tt4158876,Other People,2016,3,2010,Comedy,1,Comedy,1,0
tt4191580,Meet the Blacks,2016,3,2010,Comedy,1,Comedy,1,0
tt4196848,Mr. Church,2016,3,2010,Comedy,1,Comedy,1,0
tt4216934,Frau Müller muss weg!,2015,3,2010,Comedy,1,Comedy,1,0
tt4225622,The Babysitter,2017,3,2010,Horror,1,Horror,1,0
tt4270516,Grandma,2015,3,2010,Comedy,1,Comedy,1,0
tt4299406,Last Night,2014,3,2010,Comedy,1,Comedy,1,0
tt4308714,Other Halves,2015,3,2010,Sci-Fi,1,Sci-Fi,1,0
tt4359416,Taxi,2015,3,2010,Drama,1,Drama,1,0
tt4385888,20th Century Women,2016,3,2010,Drama,1,Drama,1,0
tt4392726,Design for Living,2015,3,2010,Musical,1,Musical,1,0
tt4396662,Liberty's Secret,2016,3,2010,Musical,1,Musical,1,0
tt4428788,Marguerite,2015,3,2010,Comedy,1,Comedy,1,0
tt4438848,Neighbors 2: Sorority Rising,2016,3,2010,Comedy,1,Comedy,1,0
tt4443658,Better Watch Out,2016,3,2010,Crime,1,Crime,1,0
tt4466936,Blind Date,2015,3,2010,Romance,1,Romance,1,0
tt4489160,You're My Boss,2015,0,2010,Romance,1,Romance,0,1
tt4501454,The Meddler,2015,3,2010,Drama,1,Drama,1,0
tt4513674,Café Society,2016,1,2010,Romance,1,Romance,0,1
tt4515684,The Treasure,2015,1,2010,Comedy,1,Comedy,0,1
tt4576612,Comment c'est loin,2015,1,2010,Comedy,1,Comedy,0,1
tt4594834,Chi-Raq,2015,3,2010,Comedy,1,Comedy,1,0
tt4621872,Like Crazy,2016,3,2010,Comedy,1,Comedy,1,0
tt4649416,Almost Christmas,2016,3,2010,Drama,1,Drama,1,0
tt4651520,Bad Moms,2016,3,2010,Comedy,1,Comedy,1,0
tt4652650,Please Stand By,2017,3,2010,Drama,1,Drama,1,0
tt4680182,Colossal,2016,0,2010,Fantasy,1,Fantasy,0,1
tt4686844,The Death of Stalin,2017,1,2010,History,1,History,0,1
tt4699388,Up for Love,2016,3,2010,Comedy,1,Comedy,1,0
tt4738802,That's Not Me,2017,3,2010,Comedy,1,Comedy,1,0
tt4765284,Pitch Perfect 3,2017,3,2010,Music,1,Music,1,0
tt4779026,I Had a Bloody Good Time at House Harker,2016,1,2010,Comedy,1,Comedy,0,1
tt4795124,How to Be a Latin Lover,2017,2,2010,Comedy,1,Comedy,0,1
tt4799050,Rough Night,2017,3,2010,Thriller,1,Thriller,1,0
tt4800178,Verden venter,2014,3,2010,Comedy,1,Comedy,1,0
tt4807950,Cherry Pop,2017,0,2010,Comedy,1,Comedy,0,1
tt4824302,Mother's Day,2016,3,2010,Romance,1,Romance,1,0
tt4871980,The Perfect Match,2016,2,2010,Romance,1,Romance,0,1
tt4878482,Dumplin',2018,3,2010,Drama,1,Drama,1,0
tt4911940,Goodbye Berlin,2016,1,2010,Family,1,Family,0,1
tt4925292,Lady Bird,2017,3,2010,Drama,1,Drama,1,0
tt4981636,Middle School: The Worst Years of My Life,2016,3,2010,Family,1,Family,1,0
tt4995790,The Square,2017,1,2010,Comedy,1,Comedy,0,1
tt5023260,The Last Word,2017,3,2010,Drama,1,Drama,1,0
tt5028340,Mary Poppins Returns,2018,3,2010,Fantasy,1,Fantasy,1,0
tt5078204,Two Is a Family,2016,3,2010,Comedy,1,Comedy,1,0
tt5105218,Halal Love,2015,3,2010,Romance,1,Romance,1,0
tt5154288,Prevenge,2016,3,2010,Drama,1,Drama,1,0
tt5164432,"Love, Simon",2018,1,2010,Drama,1,Drama,0,1
tt5247022,Paterson,2016,1,2010,Comedy,1,Comedy,0,1
tt5294198,Catfight,2016,3,2010,Drama,1,Drama,1,0
tt5304992,Set It Up,2018,3,2010,Comedy,1,Comedy,1,0
tt5328952,Signature Move,2017,3,2010,Comedy,1,Comedy,1,0
tt5348774,The Last Pig,2016,1,2010,Drama,1,Drama,0,1
tt5434870,Little Sister,2016,3,2010,Comedy,1,Comedy,1,0
tt5439796,Logan Lucky,2017,3,2010,Comedy,1,Comedy,1,0
tt5462326,Mom and Dad,2017,3,2010,Thriller,1,Thriller,1,0
tt5462602,The Big Sick,2017,3,2010,Romance,1,Romance,1,0
tt5512872,Be Somebody,2016,3,2010,Drama,1,Drama,1,0
tt5521550,Dirty 30,2016,3,2010,Comedy,1,Comedy,1,0
tt5536736,The Meyerowitz Stories (New and Selected),2017,1,2010,Drama,1,Drama,0,1
tt5540622,Alexander IRL,2017,2,2010,Comedy,1,Comedy,0,1
tt5598100,Patients,2016,1,2010,Comedy,1,Comedy,0,1
tt5610554,Tully,2018,3,2010,Comedy,1,Comedy,1,0
tt5613484,Mid90s,2018,1,2010,Comedy,1,Comedy,0,1
tt5619332,Life of the Party,2018,3,2010,Comedy,1,Comedy,1,0
tt5649108,Thoroughbreds,2017,3,2010,Comedy,1,Comedy,1,0
tt5657846,Daddy's Home Two,2017,3,2010,Comedy,1,Comedy,1,0
tt5666304,The Little Hours,2017,3,2010,Romance,1,Romance,1,0
tt5688932,Sorry to Bother You,2018,1,2010,Comedy,1,Comedy,0,1
tt5688996,Alex Strangelove,2018,2,2010,Romance,1,Romance,0,1
tt5697078,Sensitivity Training,2016,3,2010,Comedy,1,Comedy,1,0
tt5710514,I Don't Feel at Home in This World Anymore.,2017,3,2010,Comedy,1,Comedy,1,0
tt5719700,Home Again,2017,3,2010,Romance,1,Romance,1,0
tt5783956,When We First Met,2018,2,2010,Fantasy,1,Fantasy,0,1
tt5789664,Peterburg. Tolko po lyubvi,2016,3,2010,Comedy,1,Comedy,1,0
tt5816374,Band Aid,2017,3,2010,Comedy,1,Comedy,1,0
tt5818818,The Divine Order,2017,3,2010,Comedy,1,Comedy,1,0
tt5829040,Fun Mom Dinner,2017,3,2010,Comedy,1,Comedy,1,0
tt5859238,Lucky,2017,2,2010,Drama,1,Drama,0,1
tt5878326,"Jesus, Bro!",2017,1,2010,Comedy,1,Comedy,0,1
tt5908566,Locos de Amor,2016,2,2010,Comedy,1,Comedy,0,1
tt5929750,Beatriz at Dinner,2017,3,2010,Drama,1,Drama,1,0
tt5962210,Ingrid Goes West,2017,3,2010,Drama,1,Drama,1,0
tt5990342,The Incredible Jessica James,2017,3,2010,Comedy,1,Comedy,1,0
tt6003368,Diary of a Wimpy Kid: The Long Haul,2017,0,2010,Family,1,Family,0,1
tt6029106,Dim the Fluorescents,2017,3,2010,Drama,1,Drama,1,0
tt6048930,Naked,2017,2,2010,Romance,1,Romance,0,1
tt6412452,The Ballad of Buster Scruggs,2018,1,2010,Musical,1,Musical,0,1
tt6423776,Let the Sunshine In,2017,2,2010,Romance,1,Romance,0,1
tt6441072,Kiss Me!,2017,3,2010,Comedy,1,Comedy,1,0
tt6791096,I Feel Pretty,2018,3,2010,Comedy,1,Comedy,1,0
tt6857166,Book Club,2018,3,2010,Romance,1,Romance,1,0
tt6892462,The World Is Yours,2018,2,2010,Comedy,1,Comedy,0,1
tt6911608,Mamma Mia! Here We Go Again,2018,3,2010,Musical,1,Musical,1,0
tt7014006,Eighth Grade,2018,3,2010,Comedy,1,Comedy,1,0
tt7040874,A Simple Favor,2018,3,2010,Comedy,1,Comedy,1,0
tt7156222,Keep an Eye Out,2018,0,2010,Comedy,1,Comedy,0,1
tt7158430,Hearts Beat Loud,2018,3,2010,Comedy,1,Comedy,1,0
tt7231342,The Fall of the American Empire,2018,1,2010,Comedy,1,Comedy,0,1
tt7242142,Blindspotting,2018,1,2010,Crime,1,Crime,0,1
tt7342204,I Can Speak,2017,3,2010,Drama,1,Drama,1,0
tt7365604,Dog Days,2018,3,2010,Drama,1,Drama,1,0
tt7401540,Disco,2017,3,2010,Comedy,1,Comedy,1,0
tt7401588,Instant Family,2018,3,2010,Comedy,1,Comedy,1,0
tt7527538,Jefe,2018,2,2010,Comedy,1,Comedy,0,1
tt7534068,The Trouble with You,2018,2,2010,Comedy,1,Comedy,0,1
tt7608418,A Christmas Prince,2017,3,2010,Romance,1,Romance,1,0
tt7853242,Love Per Square Foot,2018,3,2010,Comedy,1,Comedy,1,0
tt0006745,Gretchen the Greenhorn,1916,3,1900-1920,Crime,1,Crime,1,0
tt0013086,Dr. Mabuse the Gambler,1922,3,1900-1920,Mystery,1,Mystery,1,0
tt0018737,Pandora's Box,1929,3,1900-1920,Crime,1,Crime,1,0
tt0018839,The Docks of New York,1928,2,1900-1920,Drama,1,Drama,0,1
tt0019304,The Racket,1928,0,1900-1920,Crime,1,Crime,0,1
tt0019571,While the City Sleeps,1928,2,1900-1920,Drama,1,Drama,0,1
tt0019702,Blackmail,1929,2,1900-1920,Thriller,1,Thriller,0,1
tt0021165,Murder!,1930,3,1930,Crime,1,Crime,1,0
tt0021739,La Chienne,1931,3,1930,Crime,1,Crime,1,0
tt0022100,M,1931,3,1930,Crime,1,Crime,1,0
tt0022286,The Public Enemy,1931,3,1930,Crime,1,Crime,1,0
tt0023042,I Am a Fugitive from a Chain Gang,1932,1,1930,Drama,1,Drama,0,1
tt0023196,Mata Hari,1931,3,1930,Drama,1,Drama,1,0
tt0023285,Number 17,1932,0,1930,Crime,1,Crime,0,1
tt0023590,Three on a Match,1932,3,1930,Drama,1,Drama,1,0
tt0025452,The Man Who Knew Too Much,1934,3,1930,Crime,1,Crime,1,0
tt0026939,The Riverside Murder,1935,2,1930,Crime,1,Crime,0,1
tt0027407,Bullets or Ballots,1936,3,1930,Film-Noir,1,Film-Noir,1,0
tt0027652,Fury,1936,2,1930,Film-Noir,1,Film-Noir,0,1
tt0029217,Marked Woman,1937,3,1930,Thriller,1,Thriller,1,0
tt0029453,Pépé le Moko,1937,2,1930,Crime,1,Crime,0,1
tt0029565,Murder at the Baskervilles,1937,1,1930,Crime,1,Crime,0,1
tt0029811,Young and Innocent,1937,3,1930,Mystery,1,Mystery,1,0
tt0029870,Angels with Dirty Faces,1938,1,1930,Drama,1,Drama,0,1
tt0031022,The Adventures of Sherlock Holmes,1939,3,1930,Crime,1,Crime,1,0
tt0031514,Le Jour Se Leve,1939,2,1930,Crime,1,Crime,0,1
tt0032701,The Letter,1940,2,1940,Crime,1,Crime,0,1
tt0032983,The Return of Frank James,1940,0,1940,History,1,History,0,1
tt0033802,Ladies in Retirement,1941,1,1940,Drama,1,Drama,0,1
tt0034175,The Shanghai Gesture,1941,3,1940,Drama,1,Drama,1,0
tt0035753,Le Corbeau,1943,3,1940,Mystery,1,Mystery,1,0
tt0036775,Double Indemnity,1944,3,1940,Crime,1,Crime,1,0
tt0037469,The Woman in the Window,1944,1,1940,Film-Noir,1,Film-Noir,0,1
tt0037638,Detour,1945,1,1940,Crime,1,Crime,0,1
tt0037913,Mildred Pierce,1945,3,1940,Crime,1,Crime,1,0
tt0038355,The Big Sleep,1946,1,1940,Crime,1,Crime,0,1
tt0038409,The Chase,1946,1,1940,Thriller,1,Thriller,0,1
tt0038453,The Dark Corner,1946,1,1940,Film-Noir,1,Film-Noir,0,1
tt0038461,Deception,1946,0,1940,Drama,1,Drama,0,1
