imdbid,primaryTitle,year,rating,decade,variable,value,genre,pass,notpass
tt0120844,Star Trek: Insurrection,1998,3,1990,Sci-Fi,1,Sci-Fi,1,0
tt0120877,Vampires,1998,0,1990,Horror,1,Horror,0,1
tt0120891,Wild Wild West,1999,2,1990,Comedy,1,Comedy,0,1
tt0120903,X-Men,2000,1,2000,Sci-Fi,1,Sci-Fi,0,1
tt0120912,Men in Black II,2002,1,2000,Comedy,1,Comedy,0,1
tt0120913,Titan A.E.,2000,3,2000,Action,1,Action,1,0
tt0120915,Star Wars: Episode I - The Phantom Menace,1999,3,1990,Action,1,Action,1,0
tt0121765,Star Wars: Episode II - Attack of the Clones,2002,3,2000,Fantasy,1,Fantasy,1,0
tt0121766,Star Wars: Episode III - Revenge of the Sith,2005,1,2000,Adventure,1,Adventure,0,1
tt0122151,Lethal Weapon 4,1998,1,1990,Thriller,1,Thriller,0,1
tt0122690,Ronin,1998,1,1990,Adventure,1,Adventure,0,1
tt0122718,Small Soldiers,1998,1,1990,Comedy,1,Comedy,0,1
tt0124901,Thursday,1998,1,1990,Comedy,1,Comedy,0,1
tt0129167,The Iron Giant,1999,0,1990,Animation,1,Animation,0,1
tt0131646,Wing Commander,1999,2,1990,Action,1,Action,0,1
tt0132347,Mystery Men,1999,1,1990,Action,1,Action,0,1
tt0133093,The Matrix,1999,3,1990,Action,1,Action,1,0
tt0133152,Planet of the Apes,2001,3,2000,Action,1,Action,1,0
tt0139151,Inferno,1999,2,1990,Drama,1,Drama,0,1
tt0142233,Dragon Ball Z: Tree of Might,1990,1,1990,Action,1,Action,0,1
tt0142237,Dragon Ball Z: The Return of Cooler,1992,0,1990,Fantasy,1,Fantasy,0,1
tt0142243,Dragon Ball Z: Wrath of the Dragon,1995,2,1990,Sci-Fi,1,Sci-Fi,0,1
tt0143145,The World Is Not Enough,1999,2,1990,Action,1,Action,0,1
tt0144117,The Boondock Saints,1999,0,1990,Action,1,Action,0,1
tt0145487,Spider-Man,2002,1,2000,Action,1,Action,0,1
tt0145660,Austin Powers: The Spy Who Shagged Me,1999,1,1990,Action,1,Action,0,1
tt0146316,Lara Croft: Tomb Raider,2001,0,2000,Action,1,Action,0,1
tt0158714,Lady Snowblood,1973,3,1970,Thriller,1,Thriller,1,0
tt0159273,Behind Enemy Lines,2001,0,2000,Thriller,1,Thriller,0,1
tt0160127,Charlie's Angels,2000,3,2000,Action,1,Action,1,0
tt0163025,Jurassic Park III,2001,2,2000,Sci-Fi,1,Sci-Fi,0,1
tt0164052,Hollow Man,2000,3,2000,Horror,1,Horror,1,0
tt0165499,The Storm Riders,1998,1,1990,Adventure,1,Adventure,0,1
tt0165798,Ghost Dog: The Way of the Samurai,1999,1,1990,Crime,1,Crime,0,1
tt0165929,Romeo Must Die,2000,0,2000,Thriller,1,Thriller,0,1
tt0167190,Hellboy,2004,1,2000,Action,1,Action,0,1
tt0169858,Neon Genesis Evangelion: The End of Evangelion,1997,3,1990,Animation,1,Animation,1,0
tt0172495,Gladiator,2000,0,2000,Drama,1,Drama,0,1
tt0180052,The Adventures of Pluto Nash,2002,2,2000,Action,1,Action,0,1
tt0181316,Blue Streak,1999,1,1990,Crime,1,Crime,0,1
tt0181689,Minority Report,2002,1,2000,Action,1,Action,0,1
tt0181739,Osmosis Jones,2001,3,2000,Adventure,1,Adventure,1,0
tt0181852,Terminator 3: Rise of the Machines,2003,3,2000,Action,1,Action,1,0
tt0183790,A Knight's Tale,2001,2,2000,Action,1,Action,0,1
tt0184894,Shanghai Noon,2000,1,2000,Comedy,1,Comedy,0,1
tt0186566,Space Cowboys,2000,2,2000,Action,1,Action,0,1
tt0187078,Gone in 60 Seconds,2000,1,2000,Crime,1,Crime,0,1
tt0187393,The Patriot,2000,3,2000,Action,1,Action,1,0
tt0187738,Blade II,2002,1,2000,Horror,1,Horror,0,1
tt0190332,"Crouching Tiger, Hidden Dragon",2000,3,2000,Adventure,1,Adventure,1,0
tt0190641,Pokémon: The First Movie - Mewtwo Strikes Back,1998,1,1990,Adventure,1,Adventure,0,1
tt0190865,Vertical Limit,2000,1,2000,Action,1,Action,0,1
tt0199753,Red Planet,2000,0,2000,Thriller,1,Thriller,0,1
tt0199849,Ninja Terminator,1985,2,1980,Adventure,1,Adventure,0,1
tt0202677,The Way of the Gun,2000,2,2000,Action,1,Action,0,1
tt0209163,The Mummy Returns,2001,3,2000,Adventure,1,Adventure,1,0
tt0211443,Jason X,2001,3,2000,Action,1,Action,1,0
tt0212346,Miss Congeniality,2000,3,2000,Crime,1,Crime,1,0
tt0213149,Pearl Harbor,2001,2,2000,History,1,History,0,1
tt0216216,The 6th Day,2000,3,2000,Mystery,1,Mystery,1,0
tt0218817,Antitrust,2001,2,2000,Action,1,Action,0,1
tt0221637,The Third Society,2002,1,2000,Comedy,1,Comedy,0,1
tt0227538,Spy Kids,2001,3,2000,Action,1,Action,1,0
tt0227984,Formula 51,2001,0,2000,Comedy,1,Comedy,0,1
tt0228333,Ghosts of Mars,2001,3,2000,Action,1,Action,1,0
tt0230011,Atlantis: The Lost Empire,2001,1,2000,Adventure,1,Adventure,0,1
tt0232500,The Fast and the Furious,2001,1,2000,Action,1,Action,0,1
tt0234215,The Matrix Reloaded,2003,3,2000,Action,1,Action,1,0
tt0236027,Flickering Lights,2000,1,2000,Action,1,Action,0,1
tt0237534,Brotherhood of the Wolf,2001,2,2000,Adventure,1,Adventure,0,1
tt0238380,Equilibrium,2002,1,2000,Sci-Fi,1,Sci-Fi,0,1
tt0242653,The Matrix Revolutions,2003,3,2000,Action,1,Action,1,0
tt0243558,Revolutionary Girl Utena: The Movie,1999,3,1990,Animation,1,Animation,1,0
tt0244000,American Outlaws,2001,1,2000,Western,1,Western,0,1
tt0244244,Swordfish,2001,1,2000,Thriller,1,Thriller,0,1
tt0245562,Windtalkers,2002,0,2000,Action,1,Action,0,1
tt0246460,Die Another Day,2002,2,2000,Adventure,1,Adventure,0,1
tt0252503,Heist,2001,3,2000,Drama,1,Drama,1,0
tt0253126,High Heels and Low Lifes,2001,3,2000,Comedy,1,Comedy,1,0
tt0253556,Reign of Fire,2002,1,2000,Adventure,1,Adventure,0,1
tt0253754,Star Trek: Nemesis,2002,1,2000,Action,1,Action,0,1
tt0257076,S.W.A.T.,2003,3,2000,Action,1,Action,1,0
tt0258463,The Bourne Identity,2002,1,2000,Action,1,Action,0,1
tt0260991,Joint Security Area,2000,2,2000,Thriller,1,Thriller,0,1
tt0264395,Basic,2003,3,2000,Drama,1,Drama,1,0
tt0265104,The Breed,2001,0,2000,Horror,1,Horror,0,1
tt0266697,Kill Bill: Vol. 1,2003,3,2000,Action,1,Action,1,0
tt0266915,Rush Hour 2,2001,0,2000,Action,1,Action,0,1
tt0267804,The One,2001,0,2000,Thriller,1,Thriller,0,1
tt0271027,Kiss of the Dragon,2001,1,2000,Crime,1,Crime,0,1
tt0271972,Arachnid,2001,3,2000,Adventure,1,Adventure,1,0
tt0274166,Johnny English,2003,1,2000,Action,1,Action,0,1
tt0275277,Cowboy Bebop: The Movie,2001,3,2000,Animation,1,Animation,1,0
tt0275913,Amazons and Gladiators,2001,3,2000,Action,1,Action,1,0
tt0276816,Below,2002,0,2000,Action,1,Action,0,1
tt0277296,The Scorpion King,2002,0,2000,Fantasy,1,Fantasy,0,1
tt0277434,We Were Soldiers,2002,3,2000,Action,1,Action,1,0
tt0279493,Undercover Brother,2002,3,2000,Comedy,1,Comedy,1,0
tt0280609,Dog Soldiers,2002,0,2000,Action,1,Action,0,1
tt0285823,Once Upon a Time in Mexico,2003,1,2000,Thriller,1,Thriller,0,1
tt0286112,Shaolin Soccer,2001,0,2000,Comedy,1,Comedy,0,1
tt0286716,Hulk,2003,1,2000,Sci-Fi,1,Sci-Fi,0,1
tt0287717,Spy Kids 2: Island of Lost Dreams,2002,3,2000,Adventure,1,Adventure,1,0
tt0287978,Daredevil,2003,0,2000,Adventure,1,Adventure,0,1
tt0289408,The Powerpuff Girls Movie,2002,3,2000,Adventure,1,Adventure,1,0
tt0290095,The Tuxedo,2002,0,2000,Action,1,Action,0,1
tt0290334,X2: X-Men United,2003,3,2000,Action,1,Action,1,0
tt0290879,The Legend of Suriyothai,2001,3,2000,Drama,1,Drama,1,0
tt0292506,The Recruit,2003,1,2000,Action,1,Action,0,1
tt0293564,Rush Hour 3,2007,1,2000,Crime,1,Crime,0,1
tt0293662,The Transporter,2002,0,2000,Action,1,Action,0,1
tt0295178,Austin Powers in Goldmember,2002,1,2000,Comedy,1,Comedy,0,1
tt0295701,xXx,2002,1,2000,Thriller,1,Thriller,0,1
tt0296572,The Chronicles of Riddick,2004,2,2000,Action,1,Action,0,1
tt0297181,I Spy,2002,1,2000,Action,1,Action,0,1
tt0298814,The Core,2003,3,2000,Sci-Fi,1,Sci-Fi,1,0
tt0299977,Hero,2002,3,2000,Adventure,1,Adventure,1,0
tt0300471,Shanghai Knights,2003,1,2000,Comedy,1,Comedy,0,1
tt0300556,Timeline,2003,1,2000,Sci-Fi,1,Sci-Fi,0,1
tt0301429,Hwasango,2001,3,2000,Action,1,Action,1,0
tt0305357,Charlie's Angels: Full Throttle,2003,3,2000,Adventure,1,Adventure,1,0
tt0306685,Cradle 2 the Grave,2003,1,2000,Drama,1,Drama,0,1
tt0310775,Sympathy for Mr. Vengeance,2002,3,2000,Action,1,Action,1,0
tt0311113,Master and Commander: The Far Side of the World,2003,0,2000,Drama,1,Drama,0,1
tt0311429,The League of Extraordinary Gentlemen,2003,0,2000,Action,1,Action,0,1
tt0314063,Immortal,2004,3,2000,Action,1,Action,1,0
tt0316654,Spider-Man 2,2004,1,2000,Sci-Fi,1,Sci-Fi,0,1
tt0316732,Taxi,2004,3,2000,Crime,1,Crime,1,0
tt0317676,House of the Dead,2003,2,2000,Adventure,1,Adventure,0,1
tt0317705,The Incredibles,2004,3,2000,Adventure,1,Adventure,1,0
tt0317740,The Italian Job,2003,1,2000,Action,1,Action,0,1
tt0317919,Mission: Impossible III,2006,1,2000,Action,1,Action,0,1
tt0318627,Resident Evil: Apocalypse,2004,3,2000,Horror,1,Horror,1,0
tt0319262,The Day After Tomorrow,2004,3,2000,Action,1,Action,1,0
tt0320661,Kingdom of Heaven,2005,0,2000,Adventure,1,Adventure,0,1
tt0320691,Underworld,2003,3,2000,Fantasy,1,Fantasy,1,0
tt0322259,2 Fast 2 Furious,2003,1,2000,Thriller,1,Thriller,0,1
tt0325703,Lara Croft Tomb Raider: The Cradle of Life,2003,3,2000,Adventure,1,Adventure,1,0
tt0325710,The Last Samurai,2003,0,2000,Drama,1,Drama,0,1
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003,3,2000,Action,1,Action,1,0
tt0327437,Around the World in 80 Days,2004,1,2000,Comedy,1,Comedy,0,1
tt0327554,Catwoman,2004,3,2000,Crime,1,Crime,1,0
tt0329101,Freddy vs. Jason,2003,3,2000,Horror,1,Horror,1,0
tt0329717,Hollywood Homicide,2003,1,2000,Action,1,Action,0,1
tt0330793,The Punisher,2004,1,2000,Crime,1,Crime,0,1
tt0337921,Cellular,2004,3,2000,Thriller,1,Thriller,1,0
tt0337978,Live Free or Die Hard,2007,1,2000,Action,1,Action,0,1
tt0338459,Spy Kids 3-D: Game Over,2003,3,2000,Comedy,1,Comedy,1,0
tt0338526,Van Helsing,2004,3,2000,Action,1,Action,1,0
tt0339840,Undead,2003,3,2000,Comedy,1,Comedy,1,0
tt0341384,The Coast Guard,2002,1,2000,Action,1,Action,0,1
tt0342258,Unleashed,2005,1,2000,Action,1,Action,0,1
tt0343818,"I, Robot",2004,1,2000,Crime,1,Crime,0,1
tt0346156,Sky Captain and the World of Tomorrow,2004,3,2000,Mystery,1,Mystery,1,0
tt0346491,Alexander,2004,1,2000,Biography,1,Biography,0,1
tt0348150,Superman Returns,2006,1,2000,Action,1,Action,0,1
tt0353969,Memories of Murder,2003,3,2000,Drama,1,Drama,1,0
tt0356910,Mr. & Mrs. Smith,2005,2,2000,Action,1,Action,0,1
tt0357277,Elektra,2005,3,2000,Crime,1,Crime,1,0
tt0359013,Blade: Trinity,2004,3,2000,Horror,1,Horror,1,0
tt0360486,Constantine,2005,1,2000,Fantasy,1,Fantasy,0,1
tt0360717,King Kong,2005,0,2000,Drama,1,Drama,0,1
tt0362270,The Life Aquatic with Steve Zissou,2004,2,2000,Action,1,Action,0,1
tt0363226,The Blind Swordsman: Zatoichi,2003,2,2000,Crime,1,Crime,0,1
tt0364569,Oldboy,2003,1,2000,Drama,1,Drama,0,1
tt0365907,A Walk Among the Tombstones,2014,1,2010,Drama,1,Drama,0,1
tt0365929,Whiteout,2009,3,2000,Crime,1,Crime,1,0
tt0367479,After the Sunset,2004,3,2000,Action,1,Action,1,0
tt0367631,D.E.B.S.,2004,3,2000,Romance,1,Romance,1,0
tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,2008,1,2000,Action,1,Action,0,1
tt0368667,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003,0,2000,Animation,1,Animation,0,1
tt0368891,National Treasure,2004,2,2000,Action,1,Action,0,1
tt0368909,Ong-Bak: The Thai Warrior,2003,0,2000,Thriller,1,Thriller,0,1
tt0369610,Jurassic World,2015,3,2010,Sci-Fi,1,Sci-Fi,1,0
tt0370032,Ultraviolet,2006,1,2000,Action,1,Action,0,1
tt0370263,AVP: Alien vs. Predator,2004,3,2000,Horror,1,Horror,1,0
tt0371746,Iron Man,2008,2,2000,Sci-Fi,1,Sci-Fi,0,1
tt0372183,The Bourne Supremacy,2004,2,2000,Mystery,1,Mystery,0,1
tt0372588,Team America: World Police,2004,2,2000,Action,1,Action,0,1
tt0372784,Batman Begins,2005,1,2000,Action,1,Action,0,1
tt0373051,Journey to the Center of the Earth,2008,1,2000,Adventure,1,Adventure,0,1
tt0373074,Kung Fu Hustle,2004,0,2000,Fantasy,1,Fantasy,0,1
tt0373469,Kiss Kiss Bang Bang,2005,1,2000,Comedy,1,Comedy,0,1
tt0375568,Astro Boy,2009,3,2000,Animation,1,Animation,1,0
tt0375912,Layer Cake,2004,1,2000,Crime,1,Crime,0,1
tt0376994,X-Men: The Last Stand,2006,3,2000,Adventure,1,Adventure,1,0
tt0377062,Flight of the Phoenix,2004,0,2000,Adventure,1,Adventure,0,1
tt0378194,Kill Bill: Vol. 2,2004,3,2000,Action,1,Action,1,0
tt0379786,Serenity,2005,3,2000,Action,1,Action,1,0
tt0381061,Casino Royale,2006,1,2000,Thriller,1,Thriller,0,1
tt0381849,3:10 to Yuma,2007,0,2000,Drama,1,Drama,0,1
tt0382992,Stealth,2005,1,2000,Action,1,Action,0,1
tt0383060,Zoom,2006,3,2000,Adventure,1,Adventure,1,0
tt0383222,BloodRayne,2005,3,2000,Adventure,1,Adventure,1,0
tt0383574,Pirates of the Caribbean: Dead Man's Chest,2006,2,2000,Adventure,1,Adventure,0,1
tt0385307,Miss Congeniality 2: Armed & Fabulous,2005,3,2000,Crime,1,Crime,1,0
tt0385700,Final Fantasy VII: Advent Children,2005,3,2000,Adventure,1,Adventure,1,0
tt0386140,The Legend of Zorro,2005,1,2000,Romance,1,Romance,0,1
tt0388482,Transporter 2,2005,1,2000,Crime,1,Crime,0,1
tt0389722,30 Days of Night,2007,2,2000,Thriller,1,Thriller,0,1
tt0390205,Once Upon a Time in High School: The Spirit of Jeet Kune Do,2004,1,2000,Drama,1,Drama,0,1
tt0393109,Brick,2005,1,2000,Crime,1,Crime,0,1
tt0395699,The Pacifier,2005,3,2000,Drama,1,Drama,1,0
tt0396184,With Blood on My Hands: Pusher II,2004,3,2000,Drama,1,Drama,1,0
tt0398712,Assault on Precinct 13,2005,3,2000,Crime,1,Crime,1,0
tt0398913,DOA: Dead or Alive,2006,3,2000,Action,1,Action,1,0
tt0399201,The Island,2005,3,2000,Sci-Fi,1,Sci-Fi,1,0
tt0401233,Appleseed,2004,3,2000,Animation,1,Animation,1,0
tt0401729,John Carter,2012,3,2010,Sci-Fi,1,Sci-Fi,1,0
tt0402022,Æon Flux,2005,3,2000,Sci-Fi,1,Sci-Fi,1,0
tt0402158,Empire of the Wolves,2005,3,2000,Drama,1,Drama,1,0
tt0403358,Night Watch,2004,1,2000,Fantasy,1,Fantasy,0,1
tt0403703,Yu-Gi-Oh!: The Movie - Pyramid of Light,2004,0,2000,Animation,1,Animation,0,1
tt0406375,Zathura: A Space Adventure,2005,0,2000,Action,1,Action,0,1
tt0406816,The Guardian,2006,1,2000,Action,1,Action,0,1
tt0408790,Flightplan,2005,3,2000,Mystery,1,Mystery,1,0
tt0409182,Poseidon,2006,2,2000,Drama,1,Drama,0,1
tt0409459,Watchmen,2009,3,2000,Drama,1,Drama,1,0
tt0409847,Cowboys & Aliens,2011,1,2010,Sci-Fi,1,Sci-Fi,0,1
tt0411477,Hellboy II: The Golden Army,2008,1,2000,Action,1,Action,0,1
tt0411951,Tekken,2010,2,2010,Drama,1,Drama,0,1
tt0413300,Spider-Man 3,2007,2,2000,Action,1,Action,0,1
tt0414852,District B13,2004,0,2000,Action,1,Action,0,1
tt0416449,300,2006,0,2000,War,1,War,0,1
tt0416496,Bandidas,2006,3,2000,Comedy,1,Comedy,1,0
tt0417148,Snakes on a Plane,2006,3,2000,Adventure,1,Adventure,1,0
tt0418279,Transformers,2007,3,2000,Sci-Fi,1,Sci-Fi,1,0
tt0419706,Doom,2005,1,2000,Action,1,Action,0,1
tt0421054,Domino,2005,3,2000,Action,1,Action,1,0
tt0424774,The Adventures of Sharkboy and Lavagirl 3-D,2005,1,2000,Comedy,1,Comedy,0,1
tt0425061,Get Smart,2008,1,2000,Action,1,Action,0,1
tt0425112,Hot Fuzz,2007,1,2000,Action,1,Action,0,1
tt0425637,Red Cliff,2008,1,2000,Action,1,Action,0,1
tt0426592,Superhero Movie,2008,3,2000,Comedy,1,Comedy,1,0
tt0429493,The A-Team,2010,0,2010,Action,1,Action,0,1
tt0430105,Four Brothers,2005,1,2000,Drama,1,Drama,0,1
tt0432021,Resident Evil: Extinction,2007,3,2000,Action,1,Action,1,0
tt0433035,Real Steel,2011,1,2010,Drama,1,Drama,0,1
tt0433362,Daybreakers,2009,1,2000,Fantasy,1,Fantasy,0,1
tt0434409,V for Vendetta,2005,3,2000,Action,1,Action,1,0
tt0435705,Next,2007,2,2000,Action,1,Action,0,1
tt0436339,G-Force,2009,1,2000,Animation,1,Animation,0,1
tt0437086,Alita: Battle Angel,2019,3,2010,Adventure,1,Adventure,1,0
tt0438488,Terminator Salvation,2009,2,2000,Sci-Fi,1,Sci-Fi,0,1
tt0440963,The Bourne Ultimatum,2007,2,2000,Thriller,1,Thriller,0,1
tt0441773,Kung Fu Panda,2008,3,2000,Animation,1,Animation,1,0
tt0442933,Beowulf,2007,3,2000,Animation,1,Animation,1,0
tt0443274,Vantage Point,2008,3,2000,Action,1,Action,1,0
tt0443473,The Condemned,2007,1,2000,Thriller,1,Thriller,0,1
tt0443559,Killshot,2008,1,2000,Drama,1,Drama,0,1
tt0443649,"10,000 BC",2008,1,2000,Drama,1,Drama,0,1
tt0444628,Fay Grim,2006,3,2000,Comedy,1,Comedy,1,0
tt0446029,Scott Pilgrim vs. the World,2010,3,2010,Action,1,Action,1,0
tt0447166,The Gamers: Dorkness Rising,2008,3,2000,Adventure,1,Adventure,1,0
tt0448011,Knowing,2009,1,2000,Action,1,Action,0,1
tt0448157,Hancock,2008,0,2000,Fantasy,1,Fantasy,0,1
tt0448694,Puss in Boots,2011,1,2010,Adventure,1,Adventure,0,1
tt0449010,Eragon,2006,1,2000,Action,1,Action,0,1
tt0449088,Pirates of the Caribbean: At World's End,2007,3,2000,Fantasy,1,Fantasy,1,0
tt0451279,Wonder Woman,2017,3,2010,Fantasy,1,Fantasy,1,0
tt0452608,Death Race,2008,1,2000,Sci-Fi,1,Sci-Fi,0,1
tt0453556,TMNT,2007,1,2000,Animation,1,Animation,0,1
tt0455944,The Equalizer,2014,1,2010,Action,1,Action,0,1
tt0456912,A Bittersweet Life,2005,2,2000,Action,1,Action,0,1
tt0457400,Land of the Lost,2009,0,2000,Comedy,1,Comedy,0,1
tt0458339,Captain America: The First Avenger,2011,1,2010,Sci-Fi,1,Sci-Fi,0,1
tt0458525,X-Men Origins: Wolverine,2009,3,2000,Sci-Fi,1,Sci-Fi,1,0
tt0462499,Rambo,2008,0,2000,Thriller,1,Thriller,0,1
tt0465494,Hitman,2007,0,2000,Crime,1,Crime,0,1
tt0465580,Push,2009,3,2000,Thriller,1,Thriller,1,0
tt0465602,Shoot 'Em Up,2007,1,2000,Crime,1,Crime,0,1
tt0467197,Max Payne,2008,3,2000,Crime,1,Crime,1,0
tt0468492,The Host,2006,3,2000,Action,1,Action,1,0
tt0468569,The Dark Knight,2008,3,2000,Crime,1,Crime,1,0
tt0469021,Alan Partridge,2013,3,2010,Crime,1,Crime,1,0
tt0471041,The Tournament,2009,0,2000,Action,1,Action,0,1
tt0471042,Tower Heist,2011,1,2010,Action,1,Action,0,1
tt0472033,9,2009,0,2000,Adventure,1,Adventure,0,1
tt0472043,Apocalypto,2006,3,2000,Drama,1,Drama,1,0
tt0472399,The Mechanic,2011,0,2010,Thriller,1,Thriller,0,1
tt0473075,Prince of Persia: The Sands of Time,2010,0,2010,Adventure,1,Adventure,0,1
tt0473444,Curse of the Golden Flower,2006,2,2000,Drama,1,Drama,0,1
tt0475394,Smokin' Aces,2006,3,2000,Drama,1,Drama,1,0
tt0475944,The Covenant,2006,3,2000,Horror,1,Horror,1,0
tt0476680,Naruto the Movie: Ninja Clash in the Land of Snow,2004,3,2000,Animation,1,Animation,1,0
tt0476964,The Brave One,2007,3,2000,Action,1,Action,1,0
tt0477080,Unstoppable,2010,3,2010,Thriller,1,Thriller,1,0
tt0478970,Ant-Man,2015,2,2010,Adventure,1,Adventure,0,1
tt0479647,Bon Cop Bad Cop,2006,1,2000,Crime,1,Crime,0,1
tt0479884,Crank,2006,0,2000,Thriller,1,Thriller,0,1
tt0480255,The Losers,2010,1,2010,Action,1,Action,0,1
tt0481499,The Croods,2013,3,2010,Animation,1,Animation,1,0
tt0483607,Doomsday,2008,3,2000,Action,1,Action,1,0
tt0485985,Red Tails,2012,2,2010,Action,1,Action,0,1
tt0486576,Fantastic 4: Rise of the Silver Surfer,2007,3,2000,Fantasy,1,Fantasy,1,0
tt0489099,Jumper,2008,1,2000,Action,1,Action,0,1
tt0490181,Mutant Chronicles,2008,1,2000,Adventure,1,Adventure,0,1
tt0493430,Jackass Number Two,2006,1,2000,Action,1,Action,0,1
tt0493464,Wanted,2008,1,2000,Action,1,Action,0,1
tt0499448,The Chronicles of Narnia: Prince Caspian,2008,3,2000,Adventure,1,Adventure,1,0
tt0499549,Avatar,2009,2,2000,Action,1,Action,0,1
tt0758730,Aliens vs. Predator: Requiem,2007,3,2000,Action,1,Action,1,0
tt0758732,Beaufort,2007,0,2000,Drama,1,Drama,0,1
tt0758771,Outlaw,2007,1,2000,Crime,1,Crime,0,1
tt0765432,The Baader Meinhof Complex,2008,3,2000,Crime,1,Crime,1,0
tt0770828,Man of Steel,2013,3,2010,Action,1,Action,1,0
tt0780583,Flight of the Living Dead,2007,3,2000,Horror,1,Horror,1,0
tt0790724,Jack Reacher,2012,1,2010,Crime,1,Crime,0,1
tt0790736,R.I.P.D.,2013,1,2010,Comedy,1,Comedy,0,1
tt0796366,Star Trek,2009,3,2000,Sci-Fi,1,Sci-Fi,1,0
tt0800080,The Incredible Hulk,2008,1,2000,Sci-Fi,1,Sci-Fi,0,1
tt0800320,Clash of the Titans,2010,3,2010,Fantasy,1,Fantasy,1,0
tt0800369,Thor,2011,3,2010,Fantasy,1,Fantasy,1,0
tt0803096,Warcraft,2016,3,2010,Adventure,1,Adventure,1,0
tt0804539,Surviving Evil,2009,3,2000,Horror,1,Horror,1,0
tt0806027,Blood: The Last Vampire,2009,3,2000,Action,1,Action,1,0
tt0811080,Speed Racer,2008,3,2000,Adventure,1,Adventure,1,0
tt0814795,In the Arms of My Enemy,2007,0,2000,Action,1,Action,0,1
tt0816436,Black Water,2007,3,2000,Action,1,Action,1,0
tt0816462,Conan the Barbarian,2011,3,2010,Adventure,1,Adventure,1,0
tt0816711,World War Z,2013,3,2010,Adventure,1,Adventure,1,0
tt0822847,Priest,2011,1,2010,Action,1,Action,0,1
tt0822854,Shooter,2007,1,2000,Action,1,Action,0,1
tt0829150,Dracula Untold,2014,0,2010,Drama,1,Drama,0,1
tt0830515,Quantum of Solace,2008,1,2000,Action,1,Action,0,1
tt0831387,Godzilla,2014,2,2010,Action,1,Action,0,1
tt0831887,The Spirit,2008,2,2000,Adventure,1,Adventure,0,1
tt0831888,Tekkonkinkreet,2006,0,2000,Adventure,1,Adventure,0,1
tt0834001,Underworld: Rise of the Lycans,2009,1,2000,Fantasy,1,Fantasy,0,1
tt0844286,The Brothers Bloom,2008,3,2000,Action,1,Action,1,0
tt0844471,Cloudy with a Chance of Meatballs,2009,1,2000,Action,1,Action,0,1
tt0845046,Son of Rambow,2007,1,2000,Comedy,1,Comedy,0,1
tt0848228,The Avengers,2012,1,2010,Adventure,1,Adventure,0,1
tt0859163,The Mummy: Tomb of the Dragon Emperor,2008,3,2000,Adventure,1,Adventure,1,0
tt0860528,Salvation,2007,1,2000,Horror,1,Horror,0,1
tt0860906,Evangelion: 2.0 You Can (Not) Advance,2009,3,2000,Animation,1,Animation,1,0
tt0860907,Evangelion: 3.0 You Can (Not) Redo,2012,3,2010,Action,1,Action,1,0
tt0861739,Elite Squad,2007,3,2000,Crime,1,Crime,1,0
tt0865556,The Forbidden Kingdom,2008,1,2000,Adventure,1,Adventure,0,1
tt0873886,Red State,2011,3,2010,Crime,1,Crime,1,0
tt0882978,Three Kingdoms,2008,1,2000,Drama,1,Drama,0,1
tt0892769,How to Train Your Dragon,2010,3,2010,Animation,1,Animation,1,0
tt0892782,Monsters vs. Aliens,2009,3,2000,Adventure,1,Adventure,1,0
tt0892899,Outpost,2008,0,2000,Horror,1,Horror,0,1
tt0896872,The Whistleblower,2010,3,2010,Action,1,Action,1,0
tt0910936,Pineapple Express,2008,2,2000,Action,1,Action,0,1
tt0913354,Armored,2009,0,2000,Thriller,1,Thriller,0,1
tt0918940,The Legend of Tarzan,2016,0,2010,Action,1,Action,0,1
tt0923811,Evangelion: 1.0 You Are (Not) Alone,2007,3,2000,Animation,1,Animation,1,0
tt0923985,We Are the Strange,2007,0,2000,Animation,1,Animation,0,1
tt0936501,Taken,2008,3,2000,Thriller,1,Thriller,1,0
tt0938283,The Last Airbender,2010,1,2010,Family,1,Family,0,1
tt0942385,Tropic Thunder,2008,0,2000,Adventure,1,Adventure,0,1
tt0944835,Salt,2010,3,2010,Thriller,1,Thriller,1,0
tt0945513,Source Code,2011,1,2010,Sci-Fi,1,Sci-Fi,0,1
tt0947810,Green Zone,2010,0,2010,Drama,1,Drama,0,1
tt0948470,The Amazing Spider-Man,2012,2,2010,Sci-Fi,1,Sci-Fi,0,1
tt0955308,Robin Hood,2010,3,2010,Action,1,Action,1,0
tt0963966,The Sorcerer's Apprentice,2010,1,2010,Adventure,1,Adventure,0,1
tt0970452,Solomon Kane,2009,3,2000,Fantasy,1,Fantasy,1,0
tt0970472,Vexille,2007,3,2000,Animation,1,Animation,1,0
tt0974015,Justice League,2017,3,2010,Fantasy,1,Fantasy,1,0
